Year,Deaths
1994,688
1995,690
1996,692
1997,694
1998,697
1999,698
2000,699
2001,701
2002,701
2003,704
2004,704
2005,709
2006,710
2007,709
2008,711
2009,723
2010,716
2011,719
2012,722
2013,725
2014,728
2015,728
2016,728
2017,730
2018,731
2019,732
2020,734
2021,742
1950,8507
1951,8588
1952,8493
1953,8094
1954,7747
1955,7929
1956,7477
1957,7722
1958,7202
1959,7306
1960,6833
1961,7047
1962,7005
1963,6998
1964,7142
1965,7159
1966,7203
1967,7172
1968,7427
1969,7590
1970,7636
1971,7620
1972,7932
1973,7714
1974,7192
1975,7346
1976,7750
1977,7723
1978,7498
1979,7515
1980,7798
1981,7924
1982,8054
1983,8013
1984,8299
1985,8432
1986,8125
1987,8218
1988,8234
1989,8303
1990,8501
1991,8244
1992,8664
1993,8507
1994,8825
1995,8524
1996,8767
1997,9126
1998,8960
1999,9693
2000,9317
2001,9130
2002,8767
2003,9553
2004,8849
2005,8969
2006,9300
2007,9315
2008,9739
2009,8859
2010,9467
2011,9402
2012,9437
2013,9601
2014,9778
2015,9926
2016,10482
2017,10914
2018,11571
2019,11779
2020,11982
2021,13917
1950,101717
1951,101366
1952,99874
1953,100241
1954,100001
1955,98400
1956,97757
1957,96042
1958,94690
1959,92995
1960,91090
1961,90696
1962,87201
1963,84585
1964,82615
1965,80226
1966,78340
1967,75837
1968,73388
1969,71413
1970,68385
1971,66374
1972,63737
1973,61907
1974,60229
1975,58344
1976,57059
1977,55336
1978,54238
1979,52874
1980,51880
1981,51351
1982,50730
1983,50100
1984,49533
1985,48438
1986,47893
1987,46982
1988,46064
1989,46692
1990,46403
1991,46249
1992,46987
1993,46399
1994,46379
1995,46291
1996,46109
1997,45649
1998,45997
1999,46279
2000,47265
2001,48487
2002,49132
2003,49841
2004,50897
2005,51368
2006,52573
2007,53786
2008,55292
2009,56930
2010,58150
2011,60014
2012,61764
2013,63268
2014,65394
2015,67233
2016,68812
2017,70625
2018,72123
2019,74090
2020,82136
2021,96709
1950,415165
1951,431699
1952,443133
1953,446181
1954,475328
1955,471984
1956,469519
1957,487650
1958,498636
1959,493584
1960,488850
1961,481102
1962,478528
1963,471776
1964,471100
1965,468571
1966,465714
1967,471715
1968,473423
1969,481636
1970,470703
1971,466571
1972,464682
1973,465184
1974,463636
1975,462021
1976,459068
1977,451194
1978,443679
1979,438198
1980,430666
1981,423345
1982,413451
1983,406297
1984,399872
1985,394090
1986,388654
1987,383677
1988,378749
1989,375695
1990,371685
1991,368860
1992,368667
1993,367640
1994,367965
1995,369663
1996,366918
1997,365723
1998,363303
1999,379558
2000,360256
2001,361468
2002,360651
2003,361905
2004,363789
2005,367664
2006,371192
2007,372886
2008,377601
2009,380439
2010,384167
2011,403319
2012,391087
2013,384967
2014,392457
2015,407307
2016,423054
2017,421687
2018,420022
2019,424871
2020,536806
2021,542597
1950,22192
1951,22681
1952,23110
1953,23657
1954,24155
1955,24801
1956,25315
1957,25850
1958,26374
1959,26936
1960,27261
1961,27525
1962,27763
1963,27775
1964,27750
1965,27693
1966,27505
1967,27209
1968,27161
1969,26921
1970,26728
1971,26752
1972,26746
1973,26777
1974,26827
1975,27088
1976,27551
1977,27894
1978,27954
1979,28116
1980,28153
1981,28274
1982,28837
1983,29388
1984,29645
1985,30297
1986,30407
1987,30591
1988,30574
1989,30787
1990,30709
1991,30794
1992,31486
1993,32064
1994,32487
1995,32913
1996,33362
1997,33383
1998,32699
1999,32283
2000,31782
2001,32158
2002,32356
2003,32401
2004,32524
2005,33597
2006,33572
2007,33663
2008,33509
2009,33296
2010,33638
2011,34116
2012,34863
2013,35885
2014,37229
2015,37687
2016,38611
2017,39045
2018,40292
2019,40564
2020,42735
2021,41769
1950,107
1951,106
1952,102
1953,98
1954,94
1955,92
1956,91
1957,88
1958,86
1959,84
1960,85
1961,84
1962,81
1963,74
1964,67
1965,64
1966,65
1967,68
1968,71
1969,74
1970,76
1971,76
1972,73
1973,66
1974,54
1975,45
1976,40
1977,39
1978,42
1979,47
1980,51
1981,54
1982,57
1983,58
1984,59
1985,60
1986,60
1987,60
1988,61
1989,65
1990,72
1991,76
1992,75
1993,78
1994,88
1995,93
1996,79
1997,76
1998,71
1999,75
2000,83
2001,85
2002,80
2003,87
2004,85
2005,90
2006,102
2007,121
2008,126
2009,136
2010,164
2011,184
2012,194
2013,211
2014,226
2015,244
2016,266
2017,287
2018,312
2019,359
2020,388
2021,414
1950,134
1951,135
1952,134
1953,132
1954,129
1955,125
1956,121
1957,117
1958,113
1959,108
1960,104
1961,100
1962,99
1963,99
1964,98
1965,94
1966,90
1967,87
1968,84
1969,81
1970,78
1971,76
1972,80
1973,71
1974,69
1975,70
1976,71
1977,72
1978,73
1979,76
1980,77
1981,78
1982,79
1983,81
1984,83
1985,86
1986,88
1987,91
1988,93
1989,95
1990,96
1991,97
1992,105
1993,96
1994,96
1995,96
1996,96
1997,96
1998,97
1999,98
2000,98
2001,97
2002,97
2003,96
2004,98
2005,98
2006,99
2007,101
2008,102
2009,104
2010,105
2011,107
2012,109
2013,110
2014,111
2015,111
2016,111
2017,110
2018,110
2019,112
2020,113
2021,114
1950,144167
1951,146942
1952,147988
1953,148919
1954,149726
1955,150061
1956,149905
1957,149308
1958,148463
1959,147740
1960,147006
1961,146580
1962,146522
1963,147762
1964,149359
1965,151717
1966,155715
1967,157099
1968,160829
1969,164339
1970,169065
1971,192285
1972,197509
1973,202400
1974,210510
1975,218324
1976,228142
1977,237871
1978,248036
1979,257030
1980,281867
1981,285503
1982,287091
1983,289588
1984,293679
1985,284372
1986,293355
1987,290743
1988,298950
1989,309740
1990,318505
1991,327245
1992,335044
1993,345328
1994,353111
1995,359857
1996,363186
1997,367338
1998,369924
1999,369249
2000,367928
2001,364246
2002,360061
2003,354765
2004,342198
2005,326161
2006,310775
2007,301776
2008,296357
2009,290753
2010,286470
2011,277780
2012,269541
2013,259963
2014,254344
2015,249412
2016,246399
2017,247348
2018,246445
2019,249857
2020,259787
2021,269420
1950,471746
1951,469539
1952,447702
1953,437996
1954,419762
1955,402040
1956,393186
1957,386157
1958,368140
1959,332936
1960,321030
1961,329318
1962,346353
1963,343239
1964,342059
1965,361785
1966,375959
1967,390194
1968,402038
1969,427946
1970,444715
1971,447210
1972,463880
1973,469695
1974,482475
1975,487958
1976,498564
1977,515173
1978,528249
1979,552439
1980,567808
1981,568461
1982,568629
1983,582801
1984,609480
1985,617927
1986,565421
1987,586867
1988,601093
1989,600912
1990,629736
1991,669529
1992,697439
1993,740887
1994,765430
1995,791491
1996,775534
1997,753171
1998,719518
1999,738639
2000,758336
2001,745899
2002,753559
2003,764515
2004,759468
2005,780775
2006,756630
2007,760091
2008,751758
2009,705347
2010,697954
2011,664347
2012,662913
2013,662572
2014,624547
2015,596083
2016,568014
2017,558528
2018,583125
2019,586531
2020,698849
2021,731364
1950,1728
1951,1808
1952,1840
1953,1883
1954,1907
1955,1929
1956,1948
1957,1961
1958,1969
1959,2004
1960,2043
1961,2078
1962,2097
1963,2108
1964,2069
1965,2030
1966,1981
1967,1930
1968,1864
1969,1974
1970,2138
1971,2298
1972,2456
1973,2612
1974,2761
1975,2952
1976,3146
1977,3333
1978,3515
1979,3684
1980,3812
1981,3928
1982,3957
1983,4078
1984,4105
1985,4232
1986,4389
1987,4415
1988,4622
1989,4829
1990,5054
1991,5156
1992,5421
1993,5608
1994,5905
1995,6148
1996,6475
1997,6751
1998,7057
1999,6962
2000,6762
2001,6935
2002,7091
2003,6233
2004,6344
2005,6429
2006,6532
2007,6582
2008,6545
2009,6590
2010,6755
2011,7041
2012,7373
2013,7851
2014,8384
2015,9044
2016,9919
2017,10904
2018,12102
2019,13552
2020,16406
2021,17548
1950,589147
1951,631875
1952,573608
1953,576852
1954,577903
1955,595556
1956,598223
1957,591536
1958,604311
1959,606008
1960,603662
1961,631348
1962,635304
1963,652157
1964,608167
1965,625005
1966,642372
1967,616434
1968,656064
1969,659242
1970,655267
1971,644846
1972,673225
1973,668601
1974,666878
1975,662172
1976,680810
1977,655391
1978,667889
1979,676110
1980,661807
1981,658468
1982,664142
1983,660461
1984,646352
1985,672170
1986,662066
1987,645678
1988,649898
1989,658347
1990,641688
1991,646175
1992,633640
1993,657852
1994,626617
1995,644410
1996,634402
1997,628023
1998,627654
1999,631120
2000,607061
2001,600307
2002,604584
2003,609420
2004,582109
2005,581215
2006,571347
2007,573184
2008,578312
2009,558565
2010,560655
2011,550909
2012,567739
2013,575663
2014,569990
2015,601754
2016,595812
2017,605595
2018,615560
2019,585237
2020,672991
2021,652723
1950,1427489
1951,1458412
1952,1472732
1953,1488696
1954,1452153
1955,1496520
1956,1531553
1957,1597038
1958,1607673
1959,1621018
1960,1671107
1961,1661721
1962,1716019
1963,1771987
1964,1757625
1965,1786104
1966,1821951
1967,1812074
1968,1889161
1969,1883000
1970,1883108
1971,1885038
1972,1919617
1973,1930819
1974,1894914
1975,1853600
1976,1869770
1977,1860479
1978,1888740
1979,1879386
1980,1953595
1981,1946413
1982,1943157
1983,1987869
1984,2009617
1985,2058608
1986,2077933
1987,2096447
1988,2143198
1989,2126340
1990,2124914
1991,2146622
1992,2153781
1993,2247067
1994,2259317
1995,2293366
1996,2297000
1997,2298834
1998,2322433
1999,2378946
2000,2390401
2001,2403429
2002,2433211
2003,2438341
2004,2391583
2005,2442263
2006,2422573
2007,2419808
2008,2469957
2009,2437684
2010,2469925
2011,2518766
2012,2546455
2013,2599058
2014,2625365
2015,2699590
2016,2720154
2017,2772099
2018,2780175
2019,2778148
2020,3238518
2021,3280682
1950,397
1951,432
1952,359
1953,306
1954,270
1955,281
1956,314
1957,324
1958,319
1959,347
1960,354
1961,424
1962,431
1963,441
1964,430
1965,429
1966,442
1967,452
1968,455
1969,467
1970,488
1971,491
1972,504
1973,501
1974,514
1975,529
1976,543
1977,559
1978,581
1979,600
1980,623
1981,630
1982,629
1983,636
1984,641
1985,646
1986,647
1987,646
1988,639
1989,643
1990,648
1991,658
1992,696
1993,726
1994,753
1995,781
1996,790
1997,834
1998,860
1999,903
2000,909
2001,930
2002,948
2003,986
2004,1022
2005,1043
2006,1111
2007,1170
2008,1142
2009,1172
2010,1222
2011,1214
2012,1251
2013,1269
2014,1289
2015,1243
2016,1251
2017,1279
2018,1299
2019,1326
2020,1375
2021,1426
1950,18477376
1951,18283878
1952,18169482
1953,17922340
1954,17759976
1955,17687756
1956,17251706
1957,17321556
1958,16987838
1959,21530660
1960,24909378
1961,19838910
1962,15775652
1963,16393074
1964,16255106
1965,16105830
1966,15913252
1967,15683195
1968,15739732
1969,15740145
1970,15589091
1971,15181683
1972,14891534
1973,14552414
1974,14282455
1975,14034230
1976,13793881
1977,13556364
1978,13463354
1979,13482400
1980,13525987
1981,13515243
1982,13581145
1983,13519693
1984,13632776
1985,13702168
1986,13599301
1987,13739812
1988,13881551
1989,13998746
1990,14293696
1991,14311590
1992,14284108
1993,14559927
1994,14771241
1995,14740065
1996,14713565
1997,14678006
1998,14645145
1999,15037458
2000,15187411
2001,15074786
2002,15341390
2003,15561440
2004,15656522
2005,15828056
2006,15821581
2007,15974454
2008,16218036
2009,16236117
2010,16453203
2011,16509533
2012,16644482
2013,16798646
2014,17018518
2015,17257846
2016,17527478
2017,17873608
2018,17888628
2019,18132330
2020,19826792
2021,21180532
1950,23935
1951,23897
1952,23928
1953,23999
1954,24083
1955,24135
1956,24197
1957,24253
1958,24328
1959,24431
1960,24591
1961,24807
1962,25055
1963,25319
1964,25552
1965,25759
1966,25951
1967,26142
1968,26340
1969,26569
1970,26802
1971,27146
1972,27608
1973,27817
1974,28134
1975,28354
1976,28449
1977,28406
1978,28350
1979,28270
1980,28196
1981,28212
1982,28261
1983,28330
1984,28426
1985,28541
1986,28658
1987,28768
1988,28955
1989,29135
1990,29293
1991,29497
1992,29686
1993,29851
1994,29995
1995,30080
1996,30107
1997,30108
1998,30090
1999,30082
2000,30086
2001,30113
2002,30171
2003,30236
2004,30337
2005,30483
2006,30642
2007,30834
2008,31036
2009,31246
2010,31447
2011,31638
2012,31835
2013,32041
2014,32271
2015,32549
2016,32880
2017,33281
2018,33805
2019,34484
2020,32343
2021,41681
1950,95076
1951,99838
1952,103841
1953,106719
1954,109986
1955,112470
1956,114801
1957,117913
1958,119902
1959,121860
1960,125433
1961,127689
1962,130047
1963,130643
1964,130802
1965,131219
1966,131461
1967,131216
1968,130447
1969,129849
1970,131692
1971,132133
1972,133173
1973,136105
1974,136856
1975,138830
1976,139531
1977,144085
1978,145186
1979,147445
1980,147704
1981,148228
1982,149002
1983,150253
1984,152349
1985,153583
1986,153330
1987,153667
1988,154179
1989,155122
1990,157484
1991,162275
1992,164684
1993,169419
1994,172610
1995,174870
1996,175673
1997,176403
1998,174543
1999,172665
2000,171848
2001,171629
2002,170055
2003,169366
2004,170355
2005,175394
2006,176361
2007,177640
2008,177802
2009,182611
2010,183059
2011,182466
2012,184821
2013,188825
2014,190796
2015,192576
2016,193460
2017,194513
2018,198098
2019,200442
2020,226461
2021,220493
1950,1129
1951,1234
1952,1118
1953,1109
1954,1102
1955,1096
1956,1090
1957,1086
1958,1083
1959,1080
1960,1076
1961,1073
1962,1069
1963,1063
1964,1061
1965,1054
1966,1048
1967,1041
1968,1034
1969,1025
1970,1012
1971,998
1972,987
1973,967
1974,953
1975,940
1976,929
1977,920
1978,910
1979,947
1980,1091
1981,1071
1982,1052
1983,1035
1984,1020
1985,1026
1986,1002
1987,1059
1988,993
1989,1012
1990,1005
1991,994
1992,1004
1993,1013
1994,1018
1995,1028
1996,1003
1997,1018
1998,1034
1999,1096
2000,1060
2001,1113
2002,1142
2003,1177
2004,1216
2005,1253
2006,1293
2007,1334
2008,1377
2009,1424
2010,1490
2011,1526
2012,1565
2013,1595
2014,1635
2015,1661
2016,1678
2017,1693
2018,1707
2019,1725
2020,1711
2021,1722
1950,5
1951,5
1952,5
1953,5
1954,5
1955,5
1956,5
1957,5
1958,5
1959,5
1960,5
1961,6
1962,6
1963,6
1964,6
1965,6
1966,6
1967,6
1968,6
1969,6
1970,6
1971,6
1972,6
1973,7
1974,7
1975,7
1976,7
1977,7
1978,7
1979,7
1980,7
1981,7
1982,7
1983,8
1984,8
1985,8
1986,8
1987,8
1988,8
1989,8
1990,8
1991,8
1992,8
1993,9
1994,8
1995,9
1996,8
1997,9
1998,9
1999,9
2000,9
2001,9
2002,9
2003,9
2004,9
2005,9
2006,9
2007,9
2008,9
2009,9
2010,9
2011,10
2012,10
2013,9
2014,10
2015,10
2016,10
2017,10
2018,10
2019,10
2020,10
2021,11
1950,78633
1951,80269
1952,81248
1953,82295
1954,83246
1955,82412
1956,82953
1957,84400
1958,83664
1959,82574
1960,81029
1961,80296
1962,81738
1963,81404
1964,81646
1965,81188
1966,80969
1967,80800
1968,80349
1969,80992
1970,78500
1971,77760
1972,77695
1973,77593
1974,77257
1975,77148
1976,77401
1977,77945
1978,78788
1979,79968
1980,81573
1981,80611
1982,81640
1983,81702
1984,83027
1985,84914
1986,85322
1987,88191
1988,89819
1989,92120
1990,93872
1991,94828
1992,98148
1993,100458
1994,104309
1995,105369
1996,109152
1997,107758
1998,111831
1999,119417
2000,121265
2001,138279
2002,126935
2003,138843
2004,136849
2005,138428
2006,143418
2007,144397
2008,156541
2009,159334
2010,160040
2011,164508
2012,167622
2013,170568
2014,180453
2015,183274
2016,203029
2017,208576
2018,209334
2019,206669
2020,217755
2021,231205
1950,416443
1951,413992
1952,420535
1953,422932
1954,405597
1955,368706
1956,366408
1957,374556
1958,375224
1959,376152
1960,375245
1961,366075
1962,382256
1963,419776
1964,417584
1965,437435
1966,449112
1967,463222
1968,562254
1969,525776
1970,535630
1971,536499
1972,639917
1973,562481
1974,596862
1975,445334
1976,416628
1977,421589
1978,422925
1979,424273
1980,430520
1981,432097
1982,432201
1983,442332
1984,449130
1985,452026
1986,450706
1987,450499
1988,457546
1989,450124
1990,456127
1991,447693
1992,453847
1993,443171
1994,447368
1995,436626
1996,441329
1997,442127
1998,443415
1999,447634
2000,455108
2001,460998
2002,468265
2003,473949
2004,480744
2005,488022
2006,497887
2007,506123
2008,519603
2009,529105
2010,541404
2011,547340
2012,560457
2013,571188
2014,581456
2015,594095
2016,604864
2017,618416
2018,632414
2019,642313
2020,596182
2021,713131
1950,154
1951,156
1952,159
1953,162
1954,165
1955,167
1956,166
1957,165
1958,164
1959,161
1960,159
1961,155
1962,152
1963,148
1964,146
1965,145
1966,142
1967,139
1968,134
1969,129
1970,127
1971,126
1972,124
1973,122
1974,120
1975,116
1976,113
1977,113
1978,114
1979,113
1980,112
1981,113
1982,111
1983,110
1984,107
1985,103
1986,101
1987,96
1988,82
1989,80
1990,72
1991,78
1992,79
1993,84
1994,80
1995,81
1996,75
1997,77
1998,76
1999,72
2000,73
2001,69
2002,70
2003,71
2004,72
2005,77
2006,71
2007,69
2008,67
2009,70
2010,82
2011,71
2012,73
2013,78
2014,75
2015,74
2016,74
2017,81
2018,81
2019,72
2020,80
2021,86
1950,363
1951,397
1952,436
1953,479
1954,525
1955,575
1956,629
1957,686
1958,745
1959,807
1960,870
1961,933
1962,996
1963,1061
1964,1127
1965,1196
1966,1270
1967,1348
1968,1432
1969,1513
1970,1585
1971,1639
1972,1618
1973,1565
1974,1492
1975,1930
1976,1366
1977,1538
1978,1695
1979,2226
1980,2476
1981,2354
1982,2425
1983,2437
1984,2415
1985,2384
1986,2346
1987,2340
1988,2118
1989,2182
1990,1789
1991,1763
1992,1736
1993,1724
1994,1717
1995,1713
1996,1768
1997,1837
1998,1903
1999,1967
2000,2028
2001,2091
2002,2148
2003,2207
2004,2261
2005,2318
2006,2376
2007,2441
2008,2504
2009,2551
2010,2605
2011,2672
2012,2750
2013,2804
2014,2888
2015,2962
2016,3040
2017,3126
2018,3220
2019,3318
2020,3422
2021,3497
1950,48788536
1951,48514550
1952,47646612
1953,47499084
1954,47002804
1955,46966096
1956,46806576
1957,47269070
1958,46782736
1959,51327052
1960,54973676
1961,50003184
1962,46406404
1963,47279570
1964,47065424
1965,48459856
1966,48043572
1967,47915490
1968,47947976
1969,48234880
1970,48534130
1971,49683950
1972,47961810
1973,47680360
1974,47493920
1975,47592760
1976,47407650
1977,46745920
1978,46859944
1979,46913596
1980,47316612
1981,47388184
1982,47561960
1983,48133880
1984,48341284
1985,48685436
1986,48487100
1987,48634084
1988,49284176
1989,49064190
1990,49619696
1991,50082060
1992,50181616
1993,50769036
1994,51519240
1995,51355460
1996,51518770
1997,51459176
1998,51761764
1999,51996610
2000,52099820
2001,52095280
2002,52481444
2003,52858470
2004,52965050
2005,53213356
2006,53015852
2007,53391816
2008,54037660
2009,53910188
2010,54329196
2011,54393800
2012,54789780
2013,55034444
2014,55217576
2015,55893036
2016,56200612
2017,56965956
2018,57351676
2019,57938524
2020,63174308
2021,69248160
1950,165855
1951,166298
1952,167568
1953,169627
1954,172085
1955,174542
1956,177286
1957,180053
1958,180942
1959,182330
1960,183430
1961,185031
1962,191378
1963,197205
1964,192367
1965,192675
1966,192472
1967,191959
1968,190279
1969,184110
1970,181941
1971,179999
1972,178678
1973,177338
1974,175420
1975,174116
1976,172273
1977,170124
1978,167356
1979,165580
1980,162364
1981,159765
1982,159265
1983,153862
1984,151279
1985,150161
1986,161401
1987,148853
1988,148559
1989,149303
1990,149896
1991,151283
1992,152561
1993,153524
1994,157239
1995,155545
1996,155537
1997,153180
1998,152953
1999,150840
2000,148282
2001,145192
2002,141993
2003,139666
2004,138505
2005,136925
2006,136484
2007,134923
2008,134722
2009,135901
2010,138724
2011,141595
2012,146478
2013,148700
2014,154575
2015,175134
2016,177297
2017,182794
2018,204264
2019,202552
2020,210426
2021,226104
1950,45796
1951,46965
1952,47693
1953,48335
1954,49123
1955,49882
1956,50654
1957,51514
1958,52245
1959,53068
1960,53971
1961,54847
1962,55854
1963,56875
1964,59171
1965,59445
1966,61032
1967,62645
1968,64432
1969,65721
1970,66744
1971,67008
1972,66981
1973,66795
1974,66844
1975,67571
1976,68515
1977,70193
1978,72427
1979,74830
1980,77525
1981,79950
1982,82986
1983,87127
1984,92034
1985,97818
1986,103887
1987,109775
1988,115794
1989,121989
1990,127934
1991,134384
1992,139656
1993,143660
1994,147814
1995,151823
1996,155998
1997,160188
1998,164409
1999,167605
2000,166997
2001,164380
2002,160701
2003,155078
2004,150472
2005,146214
2006,142726
2007,140527
2008,136968
2009,132466
2010,127079
2011,124970
2012,121868
2013,118606
2014,116540
2015,116885
2016,116340
2017,117736
2018,120307
2019,120730
2020,124943
2021,135787
1950,46367
1951,48039
