Year,Births
2020,338972
2021,336096
1950,3509
1951,3647
1952,3798
1953,3978
1954,4159
1955,4343
1956,4551
1957,4771
1958,4997
1959,5237
1960,5495
1961,5748
1962,6026
1963,6290
1964,6532
1965,6764
1966,7010
1967,7257
1968,7493
1969,8275
1970,9322
1971,10441
1972,11640
1973,12859
1974,14066
1975,15272
1976,16524
1977,19681
1978,23033
1979,26482
1980,29865
1981,32623
1982,34624
1983,36579
1984,38445
1985,40151
1986,42555
1987,43803
1988,45209
1989,46831
1990,48444
1991,48586
1992,49731
1993,49191
1994,51096
1995,46878
1996,48929
1997,49113
1998,49459
1999,50789
2000,53456
2001,55996
2002,58545
2003,61647
2004,63303
2005,62531
2006,65308
2007,76288
2008,91138
2009,105716
2010,116038
2011,114089
2012,111989
2013,108953
2014,106019
2015,102419
2016,98939
2017,96361
2018,91874
2019,89806
2020,98648
2021,96536
1950,822441
1951,798047
1952,794278
1953,807245
1954,797765
1955,792127
1956,830388
1957,856534
1958,876861
1959,883452
1960,922890
1961,948240
1962,975683
1963,989475
1964,1015510
1965,999116
1966,980608
1967,962634
1968,948253
1969,922275
1970,904554
1971,900804
1972,831322
1973,775548
1974,737558
1975,698494
1976,675210
1977,659236
1978,687869
1979,733943
1980,752404
1981,730019
1982,722692
1983,725889
1984,734114
1985,752085
1986,756039
1987,774597
1988,785035
1989,778138
1990,794465
1991,788863
1992,777262
1993,759835
1994,747269
1995,730546
1996,729681
1997,723360
1998,713633
1999,697052
2000,676427
2001,667031
2002,668008
2003,693324
2004,712471
2005,717886
2006,740640
2007,765384
2008,785489
2009,785284
2010,800876
2011,804222
2012,809031
2013,780843
2014,777766
2015,780094
2016,777997
2017,756659
2018,731289
2019,709079
2020,678528
2021,677219
1950,3379666
1951,3572090
1952,3627002
1953,3682340
1954,3783142
1955,3814760
1956,3914029
1957,3996568
1958,3948342
1959,3992771
1960,3992399
1961,4012952
1962,3934687
1963,3879329
1964,3815801
1965,3581252
1966,3447008
1967,3374359
1968,3368614
1969,3463766
1970,3633765
1971,3441896
1972,3163771
1973,3051417
1974,3068554
1975,3050973
1976,3070796
1977,3217963
1978,3254955
1979,3408374
1980,3535619
1981,3550164
1982,3614080
1983,3593401
1984,3631161
1985,3711740
1986,3714152
1987,3778718
1988,3893149
1989,4029692
1990,4139325
1991,4094121
1992,4050847
1993,3990165
1994,3945039
1995,3896070
1996,3891445
1997,3888133
1998,3945474
1999,3981083
2000,4074588
2001,4047723
2002,4044209
2003,4103255
2004,4127652
2005,4165894
2006,4277082
2007,4324121
2008,4264295
2009,4150728
2010,4036757
2011,3986301
2012,3982539
2013,3966458
2014,4003811
2015,3995991
2016,3957371
2017,3869955
2018,3801511
2019,3756830
2020,3670490
2021,3722822
1950,881
1951,963
1952,853
1953,850
1954,848
1955,902
1956,995
1957,1081
1958,1179
1959,1152
1960,1159
1961,1183
1962,1294
1963,1327
1964,1549
1965,1700
1966,1685
1967,1997
1968,2161
1969,2339
1970,2786
1971,2762
1972,2725
1973,2533
1974,2452
1975,2392
1976,2346
1977,2323
1978,2430
1979,2304
1980,2441
1981,2342
1982,2438
1983,2521
1984,2430
1985,2421
1986,2345
1987,2408
1988,2321
1989,2370
1990,2330
1991,2344
1992,2338
1993,2188
1994,2085
1995,1810
1996,1738
1997,1890
1998,1765
1999,1700
2000,1672
2001,1718
2002,1628
2003,1531
2004,1564
2005,1526
2006,1665
2007,1712
2008,1794
2009,1734
2010,1668
2011,1545
2012,1462
2013,1424
2014,1387
2015,1356
2016,1321
2017,1286
2018,1248
2019,1212
2020,1175
2021,1147
1950,35810516
1951,35964428
1952,39581724
1953,38534916
1954,40074936
1955,40539216
1956,39449180
1957,42288270
1958,39846650
1959,36224344
1960,35489844
1961,33343110
1962,43266356
1963,49943730
1964,46544310
1965,46585590
1966,45710224
1967,43917544
1968,48116092
1969,47535980
1970,48363980
1971,46826092
1972,45844640
1973,45095148
1974,43305372
1975,40745360
1976,39816200
1977,38277430
1978,38394452
1979,39611490
1980,40464544
1981,41535990
1982,43560756
1983,40969984
1984,42281020
1985,43549270
1986,45600240
1987,47132560
1988,45733910
1989,46326430
1990,47055820
1991,41341376
1992,39371028
1993,38235516
1994,37418012
1995,36714080
1996,35805572
1997,34975620
1998,34286892
1999,33780244
2000,34320170
2001,33350062
2002,33031640
2003,32888848
2004,33267086
2005,33494210
2006,33808330
2007,34243384
2008,34934010
2009,35308970
2010,35232290
2011,35274344
2012,36750850
2013,35792764
2014,36339970
2015,34967356
2016,35470440
2017,35299612
2018,32174808
2019,30941790
2020,28262938
2021,26664282
1950,46700
1951,47419
1952,48354
1953,49341
1954,50374
1955,50958
1956,52228
1957,53016
1958,53840
1959,54384
1960,55075
1961,55825
1962,56537
1963,57152
1964,56925
1965,56662
1966,56402
1967,55863
1968,55715
1969,55447
1970,54420
1971,56005
1972,57050
1973,57979
1974,60328
1975,61747
1976,61789
1977,59910
1978,58770
1979,56790
1980,54533
1981,54355
1982,54028
1983,53574
1984,53529
1985,53938
1986,54119
1987,53342
1988,55753
1989,56418
1990,54977
1991,55752
1992,55732
1993,55610
1994,56499
1995,56567
1996,56018
1997,55406
1998,53997
1999,53211
2000,51993
2001,51342
2002,51531
2003,50454
2004,50074
2005,50231
2006,49387
2007,48735
2008,48292
2009,48015
2010,47877
2011,47862
2012,47904
2013,48044
2014,47796
2015,48408
2016,46580
2017,43050
2018,39773
2019,37107
2020,35457
2021,35892
1950,249290
1951,259019
1952,272573
1953,286191
1954,299699
1955,315748
1956,330907
1957,345909
1958,363203
1959,384089
1960,404477
1961,417924
1962,431479
1963,432403
1964,437633
1965,441194
1966,436115
1967,436117
1968,433740
1969,443127
1970,454932
1971,465058
1972,475712
1973,486090
1974,496741
1975,507007
1976,517747
1977,526777
1978,534295
1979,550595
1980,562807
1981,572031
1982,585852
1983,605325
1984,632789
1985,655509
1986,678267
1987,682608
1988,677693
1989,679493
1990,700666
1991,712043
1992,704921
1993,695395
1994,683443
1995,674680
1996,651516
1997,621977
1998,586185
1999,564733
2000,554015
2001,550458
2002,548757
2003,536210
2004,544459
2005,550525
2006,570624
2007,605190
2008,635702
2009,651193
2010,648000
2011,644737
2012,654496
2013,680263
2014,706753
2015,723124
2016,726814
2017,729145
2018,779886
2019,802857
2020,832060
2021,802875
1950,2179
1951,2243
1952,2306
1953,2378
1954,2452
1955,2525
1956,2595
1957,2660
1958,2737
1959,2814
1960,2887
1961,2965
1962,3042
1963,3119
1964,3196
1965,3276
1966,3364
1967,3455
1968,3534
1969,3621
1970,3703
1971,3791
1972,3876
1973,3961
1974,4045
1975,4132
1976,4221
1977,4308
1978,4410
1979,4509
1980,4590
1981,4720
1982,4839
1983,4968
1984,5082
1985,5207
1986,5329
1987,5433
1988,5515
1989,5590
1990,5689
1991,5792
1992,5880
1993,5949
1994,5988
1995,6041
1996,6070
1997,6130
1998,6194
1999,6257
2000,6370
2001,6521
2002,6606
2003,6711
2004,6825
2005,6941
2006,7110
2007,7345
2008,7607
2009,7871
2010,8130
2011,8381
2012,8573
2013,8735
2014,8883
2015,8976
2016,9079
2017,9145
2018,9190
2019,9261
2020,9336
2021,9398
1950,6
1951,7
1952,7
1953,7
1954,7
1955,7
1956,8
1957,8
1958,8
1959,8
1960,8
1961,9
1962,9
1963,9
1964,9
1965,9
1966,9
1967,8
1968,7
1969,6
1970,6
1971,6
1972,6
1973,6
1974,6
1975,6
1976,6
1977,6
1978,5
1979,5
1980,5
1981,5
1982,5
1983,5
1984,5
1985,5
1986,5
1987,5
1988,5
1989,5
1990,4
1991,4
1992,4
1993,4
1994,4
1995,4
1996,4
1997,3
1998,3
1999,3
2000,3
2001,3
2002,3
2003,3
2004,3
2005,3
2006,3
2007,3
2008,3
2009,3
2010,3
2011,3
2012,3
2013,3
2014,3
2015,2
2016,2
2017,2
2018,2
2019,2
2020,2
2021,2
1950,256870
1951,271029
1952,284229
1953,296798
1954,308428
1955,319896
1956,331462
1957,344695
1958,355751
1959,361803
1960,365913
1961,373320
1962,380219
1963,386997
1964,393119
1965,399244
1966,405241
1967,411032
1968,416455
1969,421289
1970,425757
1971,430371
1972,436563
1973,444720
1974,452606
1975,461761
1976,471846
1977,481369
1978,490349
1979,499077
1980,505828
1981,511820
1982,516362
1983,522330
1984,529149
1985,536440
1986,550467
1987,558196
1988,563709
1989,567085
1990,569527
1991,570780
1992,571310
1993,571441
1994,571841
1995,571944
1996,573579
1997,575771
1998,578179
1999,581742
2000,583868
2001,585491
2002,587961
2003,589684
2004,592327
2005,595864
2006,598207
2007,598922
2008,599178
2009,598737
2010,597976
2011,596017
2012,594156
2013,592164
2014,589574
2015,586927
2016,583617
2017,573013
2018,543836
2019,497361
2020,466065
2021,451855
1950,974863
1951,892238
1952,1066408
1953,1039571
1954,1162172
1955,1123294
1956,1157115
1957,1280665
1958,1309101
1959,1334966
1960,1352488
1961,1195878
1962,1376266
1963,1411442
1964,1400805
1965,1383040
1966,1354772
1967,1351270
1968,1404647
1969,1426534
1970,1458838
1971,1509850
1972,1570357
1973,1624561
1974,1604607
1975,1616539
1976,1637338
1977,1662304
1978,1705823
1979,1745482
1980,1773203
1981,1823868
1982,1860457
1983,1888734
1984,1905580
1985,1915319
1986,1921981
1987,1913707
1988,1909657
1989,1908158
1990,1907686
1991,1899617
1992,1868270
1993,1815152
1994,1733059
1995,1626206
1996,1531962
1997,1472486
1998,1427801
1999,1412622
2000,1427103
2001,1435805
2002,1464671
2003,1458029
2004,1471700
2005,1453227
2006,1427719
2007,1448264
2008,1468447
2009,1471740
2010,1477881
2011,1495823
2012,1525308
2013,1548488
2014,1549352
2015,1547636
2016,1530775
2017,1513810
2018,1506516
2019,1500104
2020,1488374
2021,1462623
1950,386
1951,395
1952,413
1953,434
1954,457
1955,447
1956,434
1957,417
1958,399
1959,379
1960,357
1961,333
1962,307
1963,311
1964,318
1965,321
1966,344
1967,368
1968,394
1969,420
1970,426
1971,427
1972,429
1973,428
1974,402
1975,372
1976,349
1977,373
1978,403
1979,409
1980,390
1981,435
1982,414
1983,401
1984,426
1985,427
1986,454
1987,472
1988,416
1989,400
1990,419
1991,407
1992,389
1993,368
1994,345
1995,314
1996,293
1997,330
1998,282
1999,277
2000,278
2001,281
2002,258
2003,245
2004,233
2005,221
2006,201
2007,194
2008,170
2009,178
2010,191
2011,189
2012,181
2013,171
2014,163
2015,160
